"","C3L-07034","C3N-01011","C3L-00819","C3L-02610","C3L-00102","C3N-01998","C3L-03513","C3N-03780","C3N-02768","C3L-02899","C3N-02589","C3L-07036","C3N-03069","C3L-07035","C3L-07032","C3N-00517","C3L-00640","C3L-04072","C3N-03440","C3L-02606","C3N-00518","C3L-01637","C3L-03123","C3N-02010","C3L-02809","C3N-00436","C3L-07033"
"UBQLN1",22.9403,28.6642,40.9656,21.8916,43.1708,36.6707,64.4017,23.6013,49.0251,61.0866,52.9121,19.1141,30.476,22.6971,24.5673,27.5005,53.2773,50.6987,33.0138,30.0456,49.6565,33.8597,28.5737,47.6182,59.5759,29.2949,24.9709
"NAA35",11.405,14.0983,23.1358,10.431,19.4979,15.1848,23.9225,11.5253,21.9338,26.2941,24.5865,8.7444,12.1799,11.1252,9.8894,11.9239,20.9457,23.961,15.6782,14.6518,19.7921,17.5624,14.205,27.3972,27.3518,12.9242,13.9004
"C9orf40",1.5332,1.6642,3.384,1.0535,3.3951,3.3297,7.093,1.6142,4.1393,5.0788,3.4511,0.663,1.606,0.9703,1.5326,1.6708,3.6827,3.4873,2.4644,2.2274,4.2041,2.4365,2.0278,3.5682,8.2369,2.6081,1.4806
"ANXA1",16.1641,121.9178,138.1788,84.7706,158.5574,178.4542,296.316,59.565,164.1684,461.9872,148.4099,9.4628,16.3252,24.4514,25.0921,75.4334,216.7989,108.9226,52.751,58.893,206.9016,61.0152,23.0039,76.1429,618.4918,128.5454,42.9341
"CTSL",8.2736,23.1222,57.3889,21.3812,82.7656,49.912,43.3334,22.8124,47.1017,61.7349,54.6003,9.9801,11.8823,7.0905,7.8785,23.7997,57.0863,59.9455,18.1841,32.9635,54.7436,31.4979,13.5555,47.1763,52.3153,38.572,9.9363
"CEMIP2",20.9182,51.2171,65.7899,36.075,75.8964,59.5194,88.8294,31.6808,79.2816,119.093,65.9841,11.477,20.9635,21.7604,16.859,40.6603,80.8171,83.7266,34.0684,49.0956,47.1619,52.1579,18.1937,63.8999,85.6138,41.2483,14.0631
"AGTPBP1",8.735,18.3202,29.3051,12.262,26.6517,26.2599,39.6718,16.3099,33.7086,41.928,34.7367,7.0553,12.2677,8.635,10.3996,15.1791,43.1294,33.3723,18.4175,17.3989,31.9441,21.9439,14.5423,34.4205,38.5991,17.6315,12.8884
"GOLM1",54.5652,97.0628,89.2078,54.612,189.823,69.4163,99.6162,48.6272,83.2281,81.5556,61.8155,16.99,28.6983,74.8831,22.9442,88.5716,104.6347,88.3665,44.4058,75.2032,91.0453,63.402,33.8762,117.1069,50.6998,70.8906,56.1742
"FAM189A2",1.7807,3.2537,2.0749,2.8766,3.3499,1.7505,2.3039,1.0012,1.8311,1.5238,3.062,1.8357,4.9252,1.5949,1.0352,1.6175,2.1424,3.6393,1.5164,1.3651,1.6757,2.7667,2.7713,2.554,3.1689,2.4056,1.9405
"PSAT1",85.1971,13.9388,5.8841,15.6543,7.4905,5.8197,7.0635,20.5288,7.2132,6.0053,15.8391,114.1803,61.7512,65.4125,108.6329,20.2313,2.6922,33.6569,37.3701,12.0352,2.0396,21.7765,42.568,42.8779,6.2641,24.7913,34.2996
"ISCA1",10.7584,15.5604,25.738,12.4048,23.7986,22.0182,41.4976,13.8834,27.7696,35.4414,30.1501,8.4926,14.1947,12.5119,9.125,13.7166,24.9151,25.9855,15.6323,13.6433,28.1335,19.2017,14.9538,30.7278,45.5998,15.6793,14.5481
"ADAM19",0.8773,3.3404,12.7,2.9843,11.6514,26.5817,15.4357,6.5811,11.2661,23.1579,7.5676,0.6214,1.6103,1.1192,1.2212,7.852,35.489,11.8425,7.0264,8.3063,14.9166,10.3082,2.0763,9.4667,16.0579,9.7358,1.7113
"HAVCR2",1.3677,12.8156,34.1764,7.8998,31.7171,24.5862,27.235,10.4917,37.5849,52.858,29.7217,0.9878,2.7988,1.8057,1.5206,11.9381,29.7176,48.5793,7.4987,19.9064,25.7654,25.9604,2.8318,41.228,23.0329,27.4586,2.2216
"CCNJL",0.0732,0.3044,0.8693,0.1772,0.5688,0.502,0.6514,0.5426,0.7977,0.7175,0.645,0.0422,0.0974,0.0461,0.0737,0.6767,0.558,0.7034,0.4214,0.3233,0.5513,0.3948,0.2038,0.6027,0.6415,0.4025,0.1367
"TAOK3",5.5348,10.7417,16.3931,7.8179,19.0999,16.9467,22.0888,8.2443,20.1654,26.4397,15.1156,4.3392,6.4472,5.9511,5.4471,9.9137,23.9623,17.2505,10.4994,10.1232,16.486,14.4996,6.1526,17.0519,19.3686,13.9903,7.9031
"USP30",5.0275,6.1514,9.2018,5.8799,7.8705,7.6242,7.9747,5.9633,8.1967,9.7122,9.5566,3.7781,6.6551,4.2185,5.6213,7.5446,10.4645,9.605,6.4387,6.3141,10.0699,7.4816,6.3558,10.8541,12.6509,6.661,6.2787
"SDS",0.4123,2.8791,10.288,2.2237,18.3607,2.8968,1.7967,1.1955,6.5862,15.4009,9.2977,0.2223,0.9174,0.5404,0.3864,4.2452,12.2154,21.6957,4.2418,8.8178,4.7128,9.2062,1.0437,7.1785,2.5965,7.1314,0.5213
"MSI1",2.162,1.5954,2.6108,2.4171,2.7788,0.9983,1.0894,1.1687,1.369,1.0774,2.2989,2.0824,2.437,2.1509,1.5237,1.6186,4.283,2.0697,1.8309,2.402,7.0304,2.0964,2.5508,2.0885,1.4679,1.3701,2.1373
"HNF1A",3.002,2.6742,3.3034,2.7417,4.6233,1.5445,0.7884,1.9121,1.5039,0.6934,2.2383,2.8784,3.2063,1.8687,1.9269,3.4449,2.9601,2.9742,3.0125,2.9474,3.11,4.57,2.1583,2.4345,0.4487,2.747,2.6221
"FBXO21",19.9734,47.6312,40.7005,31.8545,39.7064,29.312,39.3721,21.5008,36.1136,31.9209,43.6154,19.6677,20.6355,16.6656,14.9067,25.5232,35.2574,40.3289,24.8453,30.8297,32.3167,40.0619,24.9421,65.0769,33.5964,23.6555,22.4124
"TBX3",1.2946,3.4857,8.536,1.3564,4.8989,7.9543,9.0818,2.7932,8.6715,20.1073,5.5442,0.6351,1.2067,1.0899,1.7196,3.7096,6.9513,4.523,4.2218,4.4986,9.715,3.5605,1.5998,6.9371,13.943,4.3958,3.1246
"OASL",1.3292,1.6452,2.024,0.9567,4.5192,3.4545,1.6517,2.489,3.3278,4.3367,1.9535,0,0.8691,1.3632,0.4098,3.2549,5.127,4.1215,4.7068,0.9976,5.8093,1.2956,1.2307,1.3873,2.5927,6.7976,0.9402
"HRK",0.0493,0.0563,0.1833,0.075,0.0613,0.0914,0.1795,0.0738,0.2207,0.0636,0.105,0.0487,0,0.0508,0.0175,0.0819,0.1984,0.1053,0.0845,0.1605,0.2476,0.1045,0.0183,0.05,0.1509,0.0362,0.0571
"RNFT2",0.2808,0.6218,1.0073,0.3311,1.2127,1.1258,0.8161,0.4316,0.6298,0.9492,0.4894,0.1753,0.2595,0.1573,0.1996,0.4222,1.737,0.8348,0.4996,0.6596,1.7518,0.7004,0.2881,0.7076,1.0731,0.5689,0.3882
"P2RX4",5.8428,9.6088,15.2838,11.0994,16.9484,11.5498,9.8135,12.2233,13.9005,15.8601,15.1325,5.5699,9.1568,4.5185,7.9725,12.9731,10.9327,18.8041,10.4337,12.085,11.6044,15.0541,9.392,17.0886,10.9739,15.3036,9.369
"BICDL1",2.0643,5.9085,7.6989,4.3713,10.9035,8.1651,5.6329,3.9214,8.0093,4.8314,5.405,2.162,2.9834,2.2632,2.1462,5.8325,11.9648,8.0013,5.2071,5.5288,15.6961,7.1812,2.6309,9.7245,2.9655,6.11,1.6503
"DTX1",1.7332,5.1249,12.742,4.069,10.1347,9.6358,2.773,2.7912,7.599,14.2843,6.2643,2.6392,2.8415,1.6922,1.5331,4.963,5.8065,7.2212,3.6036,8.5109,11.6516,6.9886,2.3736,6.4781,8.914,9.092,1.5571
"TRAFD1",6.5742,17.9821,32.5839,12.8034,30.572,34.6385,28.1051,12.5785,31.4596,35.3051,23.9036,5.6835,9.2556,6.1599,6.645,18.5803,45.7813,35.3691,13.3986,18.4317,32.3006,23.3455,9.7682,26.2863,33.8349,28.7912,9.3875
"DMTF1",14.4516,28.1615,40.7071,19.088,39.4442,42.5993,64.5059,24.0603,63.6616,70.7183,49.0902,10.635,18.0452,12.7647,14.4001,26.3056,54.6984,45.3363,26.4414,26.2586,44.5991,32.4183,20.6217,53.3942,55.8468,27.6329,22.7004
"OCM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2055,0,0,0
"TMEM243",4.2715,10.3807,15.8141,8.0312,14.2176,22.9819,28.1104,10.0271,20.0476,22.9217,18.4492,3.4386,9.4203,4.8362,4.9339,9.1523,19.1467,20.2585,9.4666,9.5765,17.5941,15.8852,7.5965,18.8478,22.5093,10.4931,6.9856
"CCDC146",3.6756,5.796,9.5157,5.0618,9.3587,11.1515,18.6835,5.481,11.4872,15.0309,11.1525,2.9711,4.6235,3.8761,4.2108,6.1497,9.1789,11.0173,7.0537,7.0581,10.0078,8.9341,5.5568,13.0925,24.181,6.4172,6.1182
"TMEM60",7.3211,17.9077,40.1851,12.8947,30.0189,32.2054,43.4059,20.886,34.0386,44.9196,34.8427,7.1723,13.5306,9.3468,10.0884,18.2145,36.6336,30.8875,16.0443,17.555,42.9774,21.8958,13.2324,35.6263,47.3774,23.1642,15.3304
"CD36",3.7013,14.9109,23.9122,17.1973,19.48,24.2271,38.1099,4.0833,19.6594,23.6475,27.8931,3.4893,9.6562,2.7045,3.8525,6.7771,26.6749,11.0561,6.2838,9.8813,26.0328,10.2367,4.9583,12.2815,217.7483,14.8407,3.6032
"UGT2A3",22.9132,54.9263,54.1046,42.9459,71.6797,21.4455,30.9599,23.284,55.8099,25.4807,66.8157,11.7846,23.5241,29.1595,19.7502,21.9229,15.5208,43.1929,30.5238,42.6083,5.1572,54.6151,28.3555,98.6565,6.053,35.4899,37.1573
"UGT2B28",0.0303,0.089,0.1127,0,0,0.0337,0,0.0545,0,0.0469,0,0,0,0.0625,0,0.141,0,0,0.0446,0.0564,0.0397,0,0,0,0.1012,0.0334,0
"PNPLA8",7.1481,15.6973,26.6206,10.7578,26.0915,23.2707,42.9356,12.1749,27.6434,40.0982,29.7463,4.3664,13.3321,8.9831,6.6688,12.3118,28.9722,31.5171,13.1894,13.5693,26.2768,17.0393,9.9959,26.0891,37.8139,14.0183,9.3418
"HILPDA",2.2855,6.7884,11.8334,4.989,8.8621,10.8914,16.4749,6.2088,16.7083,17.0944,8.0605,1.3714,2.6346,1.9613,1.2765,5.7651,23.3674,6.8758,5.358,7.7917,15.714,6.0377,2.7879,11.0412,25.8853,10.0833,1.7026
"FAM71F1",0.3351,0.1312,0.1661,0.0927,0.1389,0.1242,0.244,0.1806,0.2347,0.3457,0.3374,0.0883,0.2377,0.1687,0.0794,0.2078,0.1419,0.1301,0.197,0.1454,0.4096,0.3615,0.1991,0.3056,0.261,0.172,0.1899
"RINT1",9.4947,10.7094,13.7385,8.5451,15.5878,13.4511,18.5067,11.6474,16.8295,20.6968,18.1035,6.7496,14.2485,9.0086,9.6526,10.057,16.1502,19.1754,13.0725,9.9278,16.772,13.5801,11.3478,17.0674,21.4544,10.736,10.1618
"SRPK2",10.1832,16.1092,26.2879,14.0645,25.9348,23.0886,34.5686,13.5679,31.2136,40.5934,26.5492,8.6741,14.1967,10.1553,11.848,13.9685,29.8759,26.1182,15.9922,17.365,28.5144,21.2377,13.1744,31.9355,35.8682,17.5028,14.4078
"KCP",0.4182,0.9019,0.741,0.3358,1.023,0.89,0.633,0.7918,0.4987,0.6819,0.3396,0.1689,0.1579,0.2778,0.179,0.5794,0.7312,0.3509,0.3899,0.5017,1.2838,0.4314,0.2704,0.4511,1.7337,0.5538,0.2814
"TES",10.1767,23.4266,35.4249,13.306,40.7601,33.8886,43.9015,20.764,46.1365,51.6359,42.6914,6.4053,11.6435,11.8434,9.72,23.2772,35.4835,46.329,19.5334,21.624,24.2869,25.7811,11.2903,35.0668,31.7681,23.9645,12.3791
"MDFIC",3.85,14.0302,23.1609,9.12,22.7796,26.2315,66.7585,13.9457,55.7474,71.0441,34.6416,3.2316,7.481,5.8071,5.3701,14.0686,29.7019,31.9304,13.3986,13.1149,28.1623,17.0505,8.0664,34.973,78.7872,19.6841,9.2073
"MTO1",2.3096,4.1816,5.7178,2.7099,5.8991,7.3152,9.8344,3.3912,6.7055,7.1336,6.2446,2.0244,2.9094,2.4376,2.0994,3.7004,7.7061,5.689,3.1953,3.2276,7.2287,4.4219,3.2531,6.6872,8.9558,4.8231,3.5
"ADGRB3",1.0201,2.382,3.6434,1.2732,2.1314,3.8128,5.4716,0.7317,1.9816,2.9715,3.5356,0.3813,0.5838,0.9946,1.499,1.5317,2.6574,1.7171,0.6173,1.5782,3.9294,1.5555,1.308,2.1889,6.9538,2.008,1.702
"ANKRD6",2.4291,6.0011,11.0779,5.3857,9.4201,7.4878,11.9213,4.4859,12.1628,13.7516,7.8155,2.2541,3.1017,2.9183,2.9833,5.6516,7.9981,8.1171,5.1365,8.2436,9.7027,9.4049,3.8402,12.7883,11.8364,7.2569,4.8113
"HTR1B",0.8115,0.4077,0.2989,0.1638,1.6632,0.8292,1.2774,0.6896,0.3329,0.8145,0.7134,0.0217,0.0934,0.4366,0.1247,0.3642,0.5573,0.3576,0.5479,0.1835,2.2116,0.1774,0.3908,0.3333,3.0017,1.4712,0.8641
"KHDC1",0.7397,1.2008,1.8957,0.9904,2.8216,2.3742,1.5097,1.3896,1.7469,2.2895,1.5821,1.0801,1.3596,1.362,1.2309,1.6862,1.9651,2.1928,1.6307,1.2818,3.0825,1.7876,1.3857,2.3253,1.1786,1.9043,1.6495
"CEP162",5.1369,8.3332,11.088,5.9755,11.8782,8.5679,20.9816,6.978,16.4562,19.8414,14.9915,4.2444,6.2096,4.5775,5.426,7.7113,14.423,14.6206,8.6061,7.747,13.6567,9.3211,6.797,17.5043,19.017,7.05,7.9608
"SYNCRIP",19.803,17.8413,36.3824,15.0714,34.4862,30.0366,60.5617,19.7615,47.157,67.8852,52.2297,13.8575,26.0549,24.1271,19.6723,19.4316,41.4043,53.2897,28.5956,22.3354,36.2871,30.3919,29.2399,49.8436,64.8372,16.9654,24.9024
"SNX14",11.1692,17.4275,29.5452,15.0022,28.4307,23.7457,38.322,18.3811,35.9444,41.2779,37.6387,8.477,15.4361,12.3752,12.909,17.6967,32.8816,36.0395,19.4197,18.9934,29.9814,22.1529,16.351,37.8667,35.551,15.6039,17.2756
"NT5E",2.3359,10.1629,10.3302,7.6801,9.9164,29.7309,31.7214,8.9188,14.4329,22.1303,13.6408,1.3385,4.4026,2.6016,2.4199,16.5387,24.2617,9.2169,6.1899,7.3241,28.4918,9.8796,3.6256,9.9896,44.9181,15.7539,3.0716
"MRAP2",2.1611,14.6209,26.6477,3.9579,16.4477,7.678,19.924,4.3094,10.3691,17.2925,11.2371,1.3545,2.4118,3.0578,2.1919,6.8623,42.256,7.98,3.5633,6.4692,60.989,7.6455,2.3189,13.1786,19.1352,7.2457,3.2577
"EPHA7",0.3092,0.487,0.6168,1.4517,0.375,0.5199,1.4093,0.7114,1.171,1.0854,0.5345,0.1863,0.1926,0.3883,1.1258,0.4158,2.2516,0.3952,0.4433,0.3015,1.1655,0.4184,0.2772,2.9917,1.0574,1.3021,0.67
"AKIRIN2",7.3835,15.2126,19.6402,8.2378,19.7991,20.0906,23.0867,6.1127,20.6232,43.9094,17.3609,4.4083,7.2132,6.5048,6.4126,12.5872,28.8457,19.1339,8.9991,12.4648,22.9365,17.533,7.9709,17.0052,26.8344,14.7427,9.5976
"ORC3",8.336,14.9079,24.8387,10.6659,19.7962,21.8994,34.1807,12.2213,26.5757,33.218,26.4462,6.3526,9.4226,8.8043,8.5842,13.5382,30.4332,22.0468,12.632,13.883,26.7127,17.6806,10.9848,24.4109,36.822,12.6592,14.8849
"LCA5",2.9842,7.7336,12.696,4.5366,11.2587,7.6654,14.5647,7.2115,12.2377,16.4112,13.3411,2.1747,5.5469,2.4312,3.2758,7.0755,9.1902,13.428,6.8836,6.0497,10.5124,8.3277,4.2598,16.5058,17.2436,7.2487,4.6618
"MAP3K7",8.4009,15.1552,25.5616,11.093,25.038,24.9933,41.9158,13.9648,34.8344,44.1667,30.7228,6.8832,10.2694,8.635,10.4142,14.7185,32.4232,29.5396,13.9433,17.1378,26.7931,20.0557,12.1065,32.8997,38.2549,16.7349,12.2422
"CGA",0,0.2222,0,0.0236,0,0,0.0689,0.153,0,0.0879,0.033,0.0281,0,0.078,0,0,0,0.0331,0.0417,0,0,0.0656,0,0,0,0,0
"GJA10",0,0,0,0,0,0.026,0,0.063,0.0546,0,0.0272,0,0,0,0,0,0.0297,0,0,0,0,0,0,0.0355,0,0,0
"PRR5L",1.1663,4.0396,9.0714,3.3974,8.022,8.7275,6.2186,5.2542,8.08,7.1796,6.7747,0.4459,1.5852,0.7714,0.8593,6.1747,8.7171,8.3275,4.4037,6.989,10.1007,4.5259,1.4696,6.301,7.4311,7.5173,1.4797
"LMO2",1.6142,9.5902,23.6639,6.9062,14.7723,18.446,20.72,7.1636,13.4866,18.1174,12.7883,0.8842,4.0975,1.3885,2.0459,7.0015,34.6651,13.6795,5.0302,8.0466,27.4052,11.0587,3.0975,10.4932,28.922,14.158,5.0933
"PHF21A",4.5028,7.2882,12.6492,5.8585,11.4885,11.2093,10.9337,5.0158,11.2015,16.8081,10.8218,4.6541,5.2302,3.7149,4.136,7.2635,14.9908,12.3745,7.2017,7.2637,12.1797,10.5671,4.9986,11.9259,14.072,8.4183,6.5816
"NAT10",11.5725,16.0457,21.2284,12.2122,23.7232,21.2906,19.2071,11.055,22.9953,24.1609,20.7051,13.1733,15.7079,11.377,9.5739,14.9368,25.818,21.8714,16.2467,17.1315,25.1322,19.5144,13.369,23.1402,23.0021,19.338,12.3365
"EHF",37.5703,83.6285,102.2809,66.5178,86.8526,44.1891,59.5121,62.177,69.072,43.1367,87.6225,23.6471,40.5397,34.9083,32.792,51.5611,54.2737,87.2772,51.1478,67.2682,40.2295,89.2147,40.4794,119.7012,12.0045,36.4577,40.0518
"ELF5",0.1605,0,0.2557,0.0476,0.1568,0.0892,0.0696,0.0721,0.0268,0.1064,0.0266,0.1813,0,0.2676,0.1059,0.1904,0,0.0801,0.0674,0.032,0.015,0.0927,0.2426,0.0174,0.0191,0.0252,0.0354
"PRRG4",4.0643,5.2093,6.081,3.1024,8.918,3.6832,6.695,4.5825,9.3001,7.1542,9.4554,1.2151,2.5516,3.718,2.0151,3.496,3.7952,11.7973,5.3756,5.6778,2.7279,6.8346,3.5082,15.721,2.5947,2.9052,3.1948
"CAPRIN1",27.2969,46.1505,86.6906,36.3409,82.5506,74.7445,98.9412,46.9722,86.2778,114.2179,84.0876,22.8839,36.2024,28.2074,30.0113,51.5391,103.4326,84.4259,45.7485,52.7348,100.9361,59.3393,34.5819,80.4241,108.268,55.4326,33.8803
"ATP5MC2",24.9724,50.1229,69.9298,41.0083,67.5425,64.6147,56.5439,36.4332,58.696,62.5764,67.6785,30.7837,35.1542,26.1171,23.1857,46.1589,78.0971,63.9596,33.4131,51.8432,74.2132,53.2887,28.0223,65.823,66.0006,61.1269,34.5053
"DNAJC14",2.7825,8.0488,11.8754,4.3384,11.0457,10.6419,11.0262,6.0623,11.7226,11.7109,9.932,2.936,4.2624,2.5377,2.6084,6.2231,11.1686,10.3941,5.4521,7.5113,13.6605,9.1504,4.1919,12.1557,12.16,10.0073,2.8661
"CD63",151.8958,251.8883,426.126,197.3574,381.338,400.1626,443.2126,224.0629,363.2705,481.5888,342.5351,157.8232,161.3335,140.7893,164.5829,245.5132,396.4713,407.6716,182.9338,267.6045,472.6774,272.1997,182.8253,365.3048,461.3673,418.1833,143.1968
"PRPH",0.1416,0.5888,0.9431,0.1322,0.5281,0.8857,0.5155,0.2385,0.3306,2.6295,0.802,0.0175,0.0565,0.1458,0.0755,0.1646,0.6746,0.5359,0.2081,0.2798,1.5531,0.2864,0.0986,0.6187,1.1522,0.2336,0.0547
"AVIL",6.3121,8.8708,12.3362,5.626,11.1167,7.678,9.8528,5.0866,10.5736,9.9011,8.511,2.0795,5.7804,3.8213,2.9028,7.8517,9.5016,9.3222,9.5855,5.7266,10.258,12.4019,6.3272,12.4425,6.7682,10.2228,4.2557
"AMHR2",1.8024,1.0249,1.0117,2.1345,1.7428,0.4625,0.3739,1.8407,0.4856,0.0954,1.0738,2.6036,1.754,1.6393,2.7704,1.5246,0.0783,1.794,2.2866,1.6758,0.121,2.1366,2.2305,1.6624,0.0514,1.7449,2.1779
"LACRT",0,0,0,0,0.0794,0,0.0775,0,0,0,0,0,0,0,0,0,0.0811,0.0744,0,0,0,0,0,0.0971,0,0,0
"GDF11",2.323,2.7362,4.6308,1.9327,4.1131,4.7818,5.4901,2.0468,5.7826,7.8431,4.1932,1.3598,2.1791,1.9902,1.5966,2.3761,5.4716,4.1212,2.8214,3.0286,6.0426,4.4229,1.9886,4.9798,5.8319,3.4905,2.6845
"GLS2",0.68,0.5722,0.3539,0.5981,0.3382,0.3327,0.2971,0.6965,0.2699,0.2315,0.7111,0.578,1.2012,0.7563,0.3384,0.3975,0.1901,1.1087,0.6796,0.607,0.3562,0.8174,0.9998,0.8889,0.227,0.4188,0.5884
"ITGA7",1.3332,8.915,14.3096,5.1792,10.3726,13.9212,8.4746,1.8085,6.4217,7.0364,5.857,2.3561,2.3582,1.2365,1.4246,2.6156,8.0987,4.5241,2.4004,5.6725,16.3152,5.2144,1.7406,5.7568,50.7527,5.7382,1.6984
"TESPA1",0.1898,1.453,2.2137,0.7134,2.6236,7.7723,6.3953,0.943,4.3931,7.7756,2.1275,0.3642,0.404,0.345,0.4524,1.5278,9.7599,1.8725,0.8041,2.3048,6.1418,2.4907,0.3358,1.714,5.647,2.947,0.7419
"FAM186B",0.7461,1.1007,1.394,0.9629,1.8108,1.4616,0.7041,0.7447,1.5761,1.0079,0.9906,0.7608,1.0081,0.6666,0.6566,1.2035,1.2939,1.6825,1.3226,0.9799,1.1787,2.3404,1.253,1.6559,1.1464,0.8595,1.4912
"RDH5",0.5853,1.2562,1.778,1.3942,2.3003,2.2674,1.3746,0.8651,1.4989,1.4024,0.8993,0.6904,0.8036,0.7648,0.7516,1.4046,1.7031,1.2533,1.2209,0.8777,1.9287,1.5711,1.1145,1.5209,6.0821,1.4326,1.2252
"AGAP2",0.5106,1.4497,2.3442,0.7779,3.0076,5.3429,2.9966,0.7596,3.9972,4.3915,1.877,0.3558,0.6414,0.2873,0.3332,1.3289,5.19,2.7589,0.529,1.4088,4.5935,2.1285,0.5967,1.9339,2.487,3.0287,0.3557
"BLOC1S1",2.5508,6.1561,13.1904,6.0105,11.7541,10.9292,15.2698,7.761,7.703,11.3155,9.8386,1.9832,3.9809,2.8252,3.9164,6.1672,12.6602,11.9613,5.1481,6.8936,11.0016,8.6477,4.4319,11.5788,14.3618,9.6869,3.2843
"KRT85",0,0.0203,0.1029,0,0.0258,0.0462,0,0,0,0.1606,0.0241,0.041,0,0.0428,0,0.0414,0,0.0484,0,0,0.0544,0.12,0.0694,0.1578,0,0.0457,0.016
"CDK4",8.5192,16.3856,30.0214,11.3426,24.2821,26.8193,22.7957,11.268,22.9307,33.0426,23.0304,8.6537,10.363,7.4607,7.3495,13.8323,29.1627,21.3472,11.958,18.753,34.1621,19.8815,10.1372,22.493,29.0764,23.3211,7.5799
"PPP1R1A",1.4137,3.8452,17.9372,2.3811,6.5554,3.2539,2.2301,1.1558,2.0795,4.3097,2.5621,1.4531,2.467,0.8444,1.1657,1.0986,31.1432,4.7579,1.5166,5.284,16.8477,6.5518,1.0707,8.9382,21.8023,4.6017,1.7146
"TROAP",0.1852,0.3484,0.6354,0.1773,0.9739,0.9978,0.2593,0.5503,0.3492,0.6613,0.3144,0.1126,0.4396,0.0978,0.0506,0.5771,1.0496,0.6303,0.8164,0.4106,0.5969,0.7408,0,0.9309,0.3328,0.5169,0.2421
"TSPAN31",4.2474,11.9845,18.1012,8.739,14.9075,15.5759,18.013,8.8075,15.8403,17.0295,14.0934,3.5194,6.8137,5.1323,4.7422,8.8698,18.2053,15.9133,8.0705,10.212,20.3538,10.6485,7.2035,17.9646,21.5364,13.3285,5.6263
"B4GALNT1",0.0785,0.4681,0.6812,0.1777,0.3639,1.1433,0.6065,0.2438,0.6002,1.1381,0.365,0.0776,0.1368,0.1078,0.0812,0.2087,0.9706,0.4906,0.1784,0.4315,1.1315,0.4374,0.1193,0.3798,1.1917,0.903,0.1489
"TFCP2",9.8757,11.534,16.7137,10.0866,19.7106,16.5269,21.096,10.1072,20.8921,26.969,16.8726,7.1979,11.0062,8.8809,10.6556,13.0159,23.1853,19.7015,14.9506,12.9895,21.3393,16.6214,11.1255,20.2211,24.6422,13.7116,12.4019
"COQ10A",3.9641,4.8567,5.8246,4.5988,6.0183,5.9486,7.0237,4.3177,5.9794,5.7814,6.6839,3.0684,5.7859,4.058,4.0645,3.7398,7.8217,6.3322,5.3358,3.914,9.9005,6.2032,5.0402,7.3044,5.7381,4.9379,4.1193
"FAIM2",0.4928,1.8014,0.9217,0.7098,1.5374,2.1196,0.6996,0.1838,0.3148,1.6548,0.6914,0.2849,0.1781,0.1021,0.304,0.5682,2.5871,0.3898,0.3963,0.6138,2.399,0.7738,0.1243,0.4664,2.2194,1.2884,0.7471
"PAN2",11.9496,20.5378,22.9237,16.8836,24.6532,22.3773,21.7173,13.0008,26.601,23.1115,21.2687,12.6434,18.5916,9.5257,12.7601,18.1502,24.7913,20.7522,17.8224,21.0918,29.9617,24.7431,16.5135,23.8158,23.017,19.877,13.7009
"ESPL1",0.1331,0.3907,0.8169,0.2156,0.9456,1.1982,0.3923,0.3189,0.6216,0.9319,0.3461,0.0376,0.2631,0.1218,0.0901,0.6189,1.0308,1.2254,0.4565,0.4067,0.772,0.6813,0.1483,0.7129,0.4232,0.5786,0.1665
"KRT7",13.3093,70.4838,110.0813,17.8202,100.3251,80.2591,45.9208,45.4877,118.7797,66.6474,87.7016,10.6067,6.684,9.8042,9.1,68.8611,43.4083,92.3728,66.0253,43.7499,41.4264,62.4078,8.8784,90.738,13.1404,73.2422,9.0089
"ZC3H10",0.7004,1.8779,3.897,1.2684,3.2233,3.9464,3.5303,1.4218,3.0034,3.262,2.6837,0.7921,1.3472,0.957,1.0771,1.6641,3.2941,3.3646,1.2965,1.866,4.1277,3.2613,1.3726,2.9786,3.9005,2.3255,1.2955
"HNRNPA1",70.9464,109.9725,168.0948,78.0459,159.0841,181.4992,237.8988,100.1414,187.8532,224.1041,202.4728,92.6439,86.7598,69.6696,58.8048,101.4099,204.4581,207.6487,108.6251,122.0057,182.0148,127.4267,91.1381,192.7261,275.332,136.4036,91.8939
"ACVR1B",23.2333,26.7834,28.973,23.1089,30.7889,16.7134,18.7345,17.2421,24.4279,21.4116,28.3449,21.034,16.8735,17.3715,15.991,22.5135,20.6644,36.5853,21.987,27.5159,17.925,31.4308,21.7522,36.7487,20.8179,18.861,23.6394
"OS9",62.6956,74.6361,102.3918,65.2084,89.1575,80.0115,105.1123,86.9463,101.8669,102.7695,96.0159,76.89,69.3571,41.0518,77.0399,72.4246,86.5458,107.5897,69.7032,77.2274,99.6448,89.3856,77.3037,97.7063,111.7361,84.5584,44.3102
"MIP",0.0476,0.0775,0.1178,0.0658,0.0591,0.0881,0.0192,0.0712,0.0925,0.0736,0.1842,0.047,0.1518,0.0979,0.0901,0.0632,0.0806,0.1846,0.0932,0.0442,0.1868,0.1466,0.1412,0.2409,0.1323,0.122,0.0122
