"","C3N-00333","C3N-00383","C3L-01304","C3L-01311","C3L-01307","C3N-00858","C3L-00586","C3L-00601","C3L-00006","C3L-01282","C3N-01346","C3L-00932","C3N-00866","C3L-00361"
"YAP1",153.3398,138.4707,126.1317,113.0088,125.0938,117.6378,127.1421,111.3975,131.6041,109.629,102.0494,131.4111,114.5775,141.3466
"TRIM29",0.9447,1.187,0.666,0.52,0.6361,2.4561,1.0841,0.8431,0.986,0.661,1.6444,2.5217,0.7741,0.4806
"SLC37A4",5.4265,7.1095,6.2785,8.1728,3.6131,5.49,5.0472,6.1037,6.9279,7.4964,4.7503,7.5377,2.7334,5.6471
"BTG4",0.0592,0.2928,0.1017,0.2034,0,0.0975,0.0882,0,0,0.1348,0.0439,0.597,0.1166,0.1072
"POU2F3",0.2386,0.1574,0.2871,0.7929,0.3723,0.1441,0.6403,0.2271,0.2805,0.5677,0.2594,0.8608,0.1568,0.072
"RDX",52.7326,53.2405,51.952,56.3637,47.0439,49.3174,42.3712,39.9833,54.2548,44.1893,37.2061,52.939,42.6611,53.3249
"PPP2R1B",42.2535,28.8666,31.333,42.2326,38.2499,42.8803,46.5785,42.6174,39.6209,41.2275,24.492,39.6947,49.1354,25.7485
"FDX1",20.9472,13.3509,17.656,21.8775,15.7733,19.3152,17.4607,19.4207,18.4537,20.6958,16.3565,22.3862,23.7843,14.8862
"C11orf1",6.7931,8.5537,14.0244,10.1649,9.2285,7.5918,5.7651,9.148,8.7367,9.8571,6.0021,8.7627,6.0971,9.2819
"FXYD6",31.6322,26.102,22.1747,14.7688,23.1341,15.9284,15.4715,28.3642,40.6139,13.6993,23.9864,13.0376,24.4343,32.5148
"ARHGAP20",14.149,10.8648,16.649,27.83,7.4643,6.848,6.311,9.504,17.3235,11.688,10.2331,14.8036,7.8861,10.7131
"FXYD2",3.3824,5.0777,2.7605,2.4171,4.3236,1.8308,2.0258,4.3585,10.9266,2.3956,7.2824,2.2137,3.3335,5.9538
"MMP13",0.2634,0.0372,0.2264,0.194,0.0352,0.093,0.1403,0.5373,0.0885,1.4574,0.1395,0.1726,0.0742,0.2044
"TMPRSS13",0.7145,3.5751,3.0369,1.0576,0.4274,0.9807,6.3331,1.2046,0.6768,1.7787,0.2648,5.3164,0.3912,0.665
"CASP1",8.5299,9.6967,10.6513,9.9563,11.3056,10.7737,11.0639,12.2163,15.3503,19.2805,10.5097,8.8554,11.6726,14.2218
"CASP5",0.0669,0.3975,0.4028,0.1726,0.5014,0.2756,0.2495,0.1792,0.3148,1.3217,0.2977,0.3684,0.7257,0.6668
"ALKBH8",15.2948,18.7687,21.8167,14.5084,12.4588,13.4724,11.8611,15.1503,18.848,16.8656,12.5133,14.2036,9.2402,20.6462
"MAP2K5",13.3234,19.4538,14.5659,15.3102,13.6651,11.4251,12.3802,16.1063,18.5312,14.7189,10.5042,13.8537,8.4964,13.4075
"UNC13C",0.1107,1.1102,1.643,0.3362,0.1451,0.1155,0.055,1.7651,0.7463,1.5805,0.0438,0.6634,1.1564,0.3809
"SQOR",11.1965,14.8462,14.2028,8.1903,14.2835,7.6089,15.6945,6.9527,12.3989,17.6939,10.8512,14.6247,6.3565,10.5654
"CTDSPL2",36.6555,32.7413,29.6123,30.4472,30.7291,33.3541,23.4644,34.3336,40.2931,31.9287,23.2204,30.0624,33.7707,31.8509
"SLTM",76.2565,59.9547,61.3925,58.6847,55.4786,56.4219,48.0963,62.7649,65.2905,63.7602,43.3991,63.5788,72.1358,59.0347
"THBS1",1455.8769,184.7434,347.2817,542.3396,888.6585,223.9788,849.3179,1038.4591,407.9344,319.8131,1000.3487,877.7691,3587.8544,279.0131
"MAPKBP1",19.5085,15.4069,16.8751,15.3694,14.4416,15.8277,14.9194,17.5484,20.1207,12.6665,21.1727,16.6681,13.8418,19.8645
"NUSAP1",0.0591,0.0292,0.2539,0.0762,0.0553,0.1459,0.3083,0.1054,0.3126,0.157,0.2846,0.1084,0.0873,0.214
"NDUFAF1",7.7435,7.9278,8.9513,8.6976,7.6755,6.4206,6.0912,7.9355,7.096,8.5979,7.3036,7.299,4.9736,9.4057
"KIF23",3.8731,3.6567,3.5799,10.2647,4.7948,1.5347,4.4821,2.8781,1.6769,5.895,4.3605,9.3204,1.629,6.4127
"ITGA11",89.2072,67.253,43.8703,23.8959,54.6013,42.1656,68.8947,33.9167,76.4476,21.614,88.1971,15.5724,47.2449,61.109
"KNL1",0.5718,1.6154,1.1886,4.566,0.3894,0.6849,1.4726,1.0856,0.6357,4.3189,0.9248,4.4346,0.4099,2.702
"HAUS2",21.1152,14.4786,16.4691,17.1688,16.9199,13.4742,13.1209,18.2702,17.1737,16.1108,12.4408,15.3725,25.3232,18.7843
"RTF1",43.8454,38.3295,36.4184,39.2544,37.3184,39.163,35.7846,33.0649,40.1556,37.0987,28.8183,39.3383,34.1105,40.0045
"PARP6",35.6103,25.6285,33.7845,32.8094,33.356,24.6762,28.2515,36.4705,41.5132,31.034,27.2954,30.4535,30.2466,36.4112
"RPLP1",849.318,675.1488,839.9624,799.9338,1062.3051,764.9736,633.1896,717.5419,698.1825,745.0666,512.1947,759.5686,822.4072,826.6527
"PAQR5",2.4007,2.9319,2.8685,9.3359,5.6594,0.7852,3.3509,1.2156,1.3214,1.5387,2.8775,5.4351,0.6544,4.0703
"LRRC49",18.632,14.6398,12.8895,13.5109,14.4898,11.2066,7.9986,15.2102,18.5732,12.3598,10.3564,13.667,16.0922,15.5392
"TUBGCP4",5.0273,5.9101,5.0102,4.6405,3.9837,5.4518,3.6839,4.623,5.8891,4.5062,4.7802,5.6966,4.9452,4.993
"RMDN3",17.6707,14.1473,16.5864,16.4229,13.5604,15.4782,14.8668,14.3386,16.1477,16.7905,15.2457,16.649,17.2304,15.6052
"ITPKA",0.8146,0.2016,0.569,0.7002,0.2384,1.1321,0.2277,0.7725,1.1974,0.464,0.4906,0.4203,0.4014,0.3227
"UACA",47.0128,56.1857,53.2732,55.3312,54.7906,40.7972,40.6761,46.3598,72.7517,53.8084,34.9853,52.7169,42.2928,60.7288
"SMAD6",4.2597,6.9275,5.8027,5.2345,3.4753,4.9437,2.9713,4.8131,7.7769,4.8997,5.161,4.9813,3.302,6.801
"PLCB2",4.4662,5.2094,3.7518,4.4243,3.6116,5.2422,5.7727,3.326,4.5868,5.0877,4.8477,3.7909,2.4152,5.1736
"TMEM62",12.664,14.1332,19.4745,15.9016,11.6054,9.9478,13.291,14.5085,18.7991,19.0644,11.0018,19.8966,9.8475,14.1109
"PAK6",0.4774,1.937,1.7781,1.1214,0.2533,0.5241,0.522,0.7953,0.5052,1.9214,0.8257,1.3429,0.2823,0.7493
"ADAM10",29.5443,33.6086,32.2001,35.8008,27.3322,29.2994,36.9208,30.0337,33.3605,37.4134,23.1656,36.7728,23.4514,32.72
"DUOX1",3.0451,4.7426,4.9743,7.7366,1.8175,4.8154,4.8116,3.5947,3.2811,4.3671,3.7141,4.7185,2.6304,4.1087
"SLC28A2",0.575,1.8902,7.1142,5.2245,0.4807,0.5243,1.7301,0.9714,1.3524,1.8716,1.431,2.2041,0.506,1.9341
"STRA6",1.9315,5.9547,10.8694,16.8631,2.1728,24.2704,11.851,9.0903,1.0294,11.9564,11.8042,12.5171,3.4648,8.267
"CYP19A1",0.0126,0.0751,0.1087,0.0543,0.0829,0.0208,0.1131,0.1016,0.3271,0.2977,0.0375,0.0464,0.0748,0.0572
"ZNF280D",24.4487,24.0134,23.1707,21.5947,20.9809,22.8282,15.6948,23.6962,28.8317,21.6539,13.6166,18.7226,14.8525,21.6611
"SEMA6D",5.9016,4.0959,3.6864,4.3199,3.5005,10.9862,2.2185,3.4704,10.5123,5.4029,4.1985,4.3813,2.8095,4.6648
"BCL2L10",0.6463,0.3998,0.6945,1.111,0.5295,0.5988,2.2286,0.7932,0.57,1.2885,0.6588,1.1117,0.4777,0.5121
"RSL24D1",87.7718,69.064,61.9698,54.953,74.9264,80.3495,49.8818,83.4779,82.1349,65.7248,44.8228,56.8152,93.7112,59.347
"SPTBN5",1.4195,1.6618,1.4062,1.6812,0.7456,0.9408,1.1099,1.0583,1.6692,1.7288,1.2704,1.2545,1.399,1.497
"GCOM1",4.3653,5.1596,3.8767,2.1159,1.6562,3.237,3.2389,2.5665,4.5249,1.3355,2.6837,1.5467,1.7229,3.0162
"GCHFR",1.655,1.2106,2.0411,1.5461,0.8759,1.3628,0.4291,1.0917,2.1153,1.5847,1.4935,0.66,0.6382,0.8471
"BCAR3",10.6582,11.173,9.8102,9.1204,8.1769,9.5125,9.312,10.7904,11.1564,9.8487,10.0925,11.6557,12.1889,9.6792
"TTLL7",41.8303,36.8585,22.5899,8.0412,25.7518,12.489,10.9823,22.9403,38.7561,17.8787,16.7469,16.3493,19.4676,32.755
"FNBP1L",54.6432,58.1353,68.9776,65.2713,39.8573,48.0854,58.9465,60.0856,54.7879,71.9267,31.186,66.8827,40.5392,62.1802
"KYAT3",42.9953,46.2973,54.769,59.3489,47.5732,47.1147,40.6631,47.3802,49.4164,68.2891,32.0506,54.1736,49.6431,50.7544
"GTF2B",59.9118,36.8963,39.2319,48.2617,72.0289,56.7769,39.2818,63.191,47.4628,50.9498,44.2852,47.0562,79.1018,43.0882
"BRDT",0.0246,0,0.0211,0.0423,0.023,0.0607,0,0.0219,0.0289,0.0187,0.0365,0,0.1696,0
"RABGGTB",36.3801,39.2289,43.5417,44.1697,35.7661,31.4704,27.4031,34.5887,39.5192,45.3453,26.4468,42.4201,41.0698,46.0816
"IFI44L",7.8364,9.9183,9.1512,16.189,10.4166,6.0246,6.3075,10.6252,16.8997,25.7648,9.4653,6.5296,4.7897,17.1324
"GIPC2",6.4966,6.9158,7.1094,8.6099,7.2331,3.7314,7.102,7.3571,9.7256,6.6129,4.8764,5.3333,6.4296,6.7975
"ARHGAP29",16.742,19.8473,17.2482,16.6674,17.9302,18.6403,20.8537,18.5295,25.9147,23.2833,20.7525,15.5862,15.791,20.1824
"IFI44",28.6024,35.759,41.7556,50.6927,29.4741,24.8454,33.2125,32.4334,60.134,61.8688,32.1711,33.3357,15.9238,49.1966
"SLC44A5",1.3196,1.2557,1.0034,1.643,1.6158,0.5015,1.2612,2.5215,0.9748,3.7902,0.5267,2.3433,0.9337,1.3328
"CLCA2",0.0967,0.0479,0.1247,0.2494,0.2038,0.0996,0.0721,0,0.1706,0.0184,0.3406,0.244,0.1192,0.1314
"DNASE2B",0.0722,0.0715,0.0621,0.3103,0,0.1189,0.1076,0.1933,0,0.0548,0.0535,0.1987,0.2135,0.1961
"DBT",14.9813,19.5853,15.3979,12.9486,12.0676,13.4471,9.5027,12.7477,15.5875,12.752,10.0428,13.2926,5.8538,15.726
"RTCA",26.9231,32.8448,31.2498,31.3058,25.5384,25.4456,26.5516,25.2843,34.7623,29.2395,21.5745,32.0247,17.5851,30.4349
"IFT172",16.9847,19.5635,17.2958,16.4272,15.2283,15.8991,12.0252,19.3335,20.4115,14.1607,12.3427,16.9451,13.4241,16.7097
"SELENOI",18.5793,19.4603,18.3374,22.5972,15.9729,17.0442,16.3033,19.0392,18.8287,26.4025,13.6336,26.4957,22.6826,20.7735
"CGREF1",4.1027,5.9865,5.5838,2.4864,2.9304,3.7467,2.6076,2.7462,3.3709,4.9333,5.7705,5.1385,1.6329,7.7638
"HADHB",89.4488,88.9196,105.1801,107.3492,92.8754,84.7599,80.5408,83.4103,99.2635,94.0996,71.6981,115.5573,72.0468,98.7329
"KHK",6.6036,6.0513,4.7152,2.4323,4.024,4.0857,1.3024,4.2096,8.3814,3.3699,6.5785,2.6922,3.7189,5.5685
"ADCY3",22.5692,18.9413,17.5703,17.2805,20.4404,23.8148,26.9625,18.7922,23.3327,14.9355,24.4231,18.4598,23.9245,20.8354
"PPM1B",15.4937,14.4579,11.8611,12.1817,14.774,11.0297,13.8987,12.3953,13.3511,13.999,7.0266,11.6258,14.368,12.7534
"PNPT1",27.7946,25.0558,27.406,26.727,24.4785,21.5118,19.0241,23.4756,25.1993,25.1156,21.5586,27.0109,32.1368,27.8135
"DYNC2LI1",46.2448,37.4314,47.5066,42.6804,46.1525,52.087,24.2739,74.6768,50.6884,52.5395,32.9624,39.7743,37.7299,37.3835
"LHCGR",8.504,9.3443,0.3847,2.711,3.2928,2.6502,5.2593,3.8804,8.2203,1.3758,2.749,1.5445,1.1343,0.4825
"THUMPD2",19.2895,25.2422,22.3553,22.9031,16.8085,16.4814,14.0062,23.7829,28.779,20.8516,13.7614,19.433,22.7742,22.5661
"CYP1B1",22.0967,79.086,48.9307,70.5315,87.9439,174.9099,63.994,45.8134,155.648,66.664,31.5182,55.2055,87.1613,94.1774
"SULT6B1",0,0,0,0,0,0.0662,0,0.0718,0,0,0,0,0,0.1457
"RAB1A",124.161,111.4186,119.4166,121.8045,106.4069,121.1837,115.2946,106.6758,115.2866,117.2297,74.8686,120.3248,130.1324,118.0244
"ACTR2",118.5277,142.7406,116.3076,117.629,117.1825,129.8424,142.3081,100.0916,124.903,135.471,104.4209,132.7326,100.5193,137.2517
"PREB",51.7901,35.8557,39.6693,35.5575,32.8979,41.9926,37.2243,34.1105,38.935,32.8557,51.7688,38.2247,29.8531,51.7647
"SLC5A6",17.1063,11.9281,13.7206,14.2922,8.7139,12.7833,13.3498,13.1393,11.9524,15.0042,14.3907,16.6362,19.0203,15.1449
"ABCG5",0.9453,0.6521,0.9357,0.4678,0.4023,0.8257,0.2349,1.3039,1.4148,0.4134,0.8494,0.9986,0.5929,0.4929
"PREPL",51.6629,47.2501,50.8436,47.1642,44.0793,44.8246,34.8911,48.5679,61.0724,41.0999,33.7727,39.5638,47.967,47.1374
"SLC3A1",1.1567,0.8707,2.2687,0.8821,0.3356,1.1538,1.0931,0.7706,3.5058,1.5342,0.8695,0.7323,0.3211,0.8557
"EMILIN1",182.3769,127.8011,133.567,122.5947,124.4643,161.6455,144.8929,124.9419,176.8458,109.6334,217.2574,121.1835,119.5486,226.5569
"FBXO11",40.673,44.605,28.2965,27.8215,32.7344,28.2366,24.8782,30.6386,41.19,29.3694,26.1382,31.5162,37.6006,37.91
"SIX3",0,0.0777,0,0,0,0,0.0293,0,0,0,0.0291,0,0,0
"ATRAID",114.589,89.7424,128.1242,105.8324,101.7084,110.8788,82.1993,104.1512,104.8904,108.187,93.548,86.6655,80.1084,90.3336
"CENPO",3.09,3.0963,2.9715,3.7346,1.6094,3.292,2.5195,2.0855,3.9287,2.8306,3.6075,4.5705,2.0937,3.62
"LRPPRC",74.7387,79.6987,81.7727,75.8609,77.572,61.2924,51.8674,68.997,84.0606,74.3121,55.527,83.6963,67.8454,77.5804
"TRIM54",0.1954,0.2707,0.168,0.1679,0.183,0.0965,0.1457,0.3836,1.3785,0.1187,0.029,0.1075,0.1541,0.1062
"DTNB",8.5748,11.9693,11.5111,10.843,8.2522,6.8033,6.8372,9.5027,9.6622,10.5664,5.3945,16.6615,7.5984,9.7904
"ACTR1A",63.0698,50.6598,51.4582,52.8281,55.9459,49.6936,62.9927,48.7078,57.4729,56.6943,62.0069,49.8109,58.029,63.1028
"CYP2C9",0.0525,0,0,0.0226,0,0.0216,5.051,0.0234,0.0309,1.3163,0.0973,0.0482,0,0.1189
"MFSD13A",5.0472,4.1576,3.7669,2.9871,3.7354,2.663,2.7939,3.3716,4.3002,4.2921,4.2566,3.8258,2.502,3.6947
"CYP2C8",0.5803,1.2717,1.5677,1.2468,0.3881,0.3413,1.3287,1.0728,0.5849,0.9758,0.4301,0.7604,0.4085,0.4504
"MYOF",90.7884,91.739,137.467,115.1705,89.0742,97.203,134.1861,81.2497,81.6359,82.8648,135.117,108.6335,115.4041,91.4981
"LOXL4",24.4418,16.742,20.9077,14.3863,13.4262,21.6156,13.6494,19.6189,24.7693,18.3369,30.372,19.3766,12.38,26.3984
"STAMBPL1",11.9662,9.5741,9.6339,11.2258,6.9435,7.5501,6.345,13.5824,11.1576,10.3034,9.1824,12.0587,9.4843,8.7754
"CH25H",5.1106,1.9357,1.9524,10.7911,11.9335,9.8199,6.6792,33.3353,2.5225,7.379,7.4363,5.6719,50.7404,3.4852
"LBX1",0,0,0,0,0,0,0,0.0328,0,0,0.0272,0,0,0
"ATAD1",62.905,59.5911,56.8374,51.0451,60.5145,60.9803,48.1812,56.7037,63.3845,61.1725,40.019,54.0756,52.0255,61.9713
"BTBD16",0.6625,0.2185,0.7213,1.2146,0.7857,1.2365,0.6256,1.143,3.012,0.6372,0.2946,1.1343,0.1306,1.0398
"KIF11",2.9034,5.192,4.0276,9.0005,2.2873,2.2425,3.6573,3.2703,3.4612,10.7815,3.117,10.1206,1.263,5.766
"CUZD1",0.3756,0.1859,0.0969,0.0969,0.1407,0.2165,0.056,0.2011,0.3092,0.1141,0.0557,0.1034,0,0.2041
"TACC2",16.8596,10.8738,8.3318,6.4799,11.4096,12.0731,9.2191,10.5019,14.548,8.5072,11.2782,9.9023,10.9509,10.2308
"DUSP5",172.902,14.7277,18.9346,66.6951,90.8066,63.004,124.4794,95.1068,27.9785,68.4152,125.7976,157.1758,168.4133,41.6069
"CALHM2",53.2145,49.068,31.1822,22.4551,31.4946,29.3648,27.3507,33.7525,63.0984,25.7528,37.6414,17.7704,17.369,40.2701
"ARL3",26.3497,26.9578,33.7593,28.4989,21.6791,31.2203,20.8662,24.831,30.1999,27.5043,24.2914,25.5473,14.9566,28.6679
"CEP55",0.5181,2.083,1.2247,5.9278,0.0606,0.4533,1.8588,0.9537,0.495,6.7626,1.8242,4.3961,0.4149,2.6097
"KIF20B",11.6477,13.4,7.7457,9.7573,8.5099,7.8802,5.0874,11.4887,13.4593,13.4746,6.2197,9.7454,9.538,11.713
"ENTPD1",27.0204,40.1158,31.6493,28.516,38.0996,22.3671,33.4196,20.4681,25.7539,28.4924,35.8345,29.7129,11.0634,42.6792
"EXOC6",23.4751,25.9965,20.3339,15.4742,25.1337,13.3385,18.3579,18.4584,23.818,22.7557,16.4758,19.1829,18.1329,20.0823
"PLCE1",16.5782,36.8771,45.7706,44.271,37.5446,28.8113,30.671,62.6792,14.0251,42.9823,46.0887,48.0368,20.0929,46.9692
"RBP4",0.2924,0.434,0,0.4397,0.1369,2.6483,1.1443,0.3914,0.6016,12.5447,0.1084,0.2011,0.2881,0.5957
"DBR1",24.5818,22.1558,23.0455,19.6468,15.3339,19.8812,15.8839,23.4452,25.1334,22.1557,16.2943,19.8541,16.3062,24.1554
"DNAJC13",67.3038,74.2312,63.7025,59.7845,60.2727,59.5061,56.2962,59.8887,78.2438,63.5757,55.7302,62.3263,41.0722,83.6827
"GPR87",0.7485,0.4041,0.2925,0.7018,0.7009,0.3362,0.3044,0.5466,0.3201,0.6718,0.2018,0.8115,0.6707,0.3697
"ANXA7",113.1567,95.295,108.3727,101.2848,105.5684,104.2519,97.7655,105.4084,100.6595,113.3639,84.8173,107.3164,115.6305,99.1966
"FAM149B1",17.4729,15.5534,16.5419,15.3337,13.4678,14.7621,11.5681,17.6302,22.0792,16.9178,12.6999,14.9359,12.8488,17.3878
"ASCC1",17.761,18.2729,16.8617,16.6116,14.5387,16.5543,17.0143,16.0441,17.0723,16.8809,12.5781,14.2928,12.4979,18.6441
"PLA2G12B",0,0.0674,0.2928,0.2928,0.0638,0.0561,0.0508,0,0.0801,0.0517,0.1515,0.1875,0.0672,0.0617
"ZNF365",0.5156,0.2977,0.4248,0.554,0.2012,1.61,0.929,0.6136,0.2021,0.2611,1.0033,1.1234,0.6141,0.2724
"OIT3",0.2253,0.3122,0.1162,0.1549,0.2531,0.1113,0,0.2011,0.2649,0.2053,0.7014,0.248,0.1332,0.2448
"ADAMTS14",1.0339,0.9285,1.0039,3.5049,0.251,1.7816,1.099,0.3247,0.5178,0.9451,0.7664,1.8441,0.6793,1.6817
"RPS24",399.6266,341.7766,407.4625,385.4807,499.7205,396.2955,315.9125,380.0508,408.6936,428.0109,324.9641,376.1906,393.3785,355.5889
"TET1",14.6789,19.3222,17.0776,21.8108,16.9312,22.9249,13.1168,17.1078,18.043,18.3717,14.9325,22.8415,8.5773,23.4321
"DNA2",5.6475,5.9104,5.4868,5.9323,4.8219,5.0604,4.5167,5.5809,4.2745,8.4791,4.2504,8.3958,3.9025,6.3288
"MYPN",0.1087,0.1076,0.0267,0.0267,0.0436,0.0511,0.0347,0,0.0183,0.0472,0.023,0.1139,0.1989,0.0562
"AOX1",45.1281,20.5863,19.2516,6.958,23.9585,50.723,41.3525,21.9924,40.9979,9.6637,16.2951,5.2219,26.9649,15.0724
"ATIC",17.522,31.5645,20.235,19.0477,14.0099,19.8023,15.348,14.7342,17.7266,24.5417,22.2032,19.8653,11.9744,24.5259
"SMARCAL1",20.1747,20.3185,20.4538,19.2278,13.2662,18.0612,15.7891,17.8372,25.249,17.7372,18.0885,18.7174,12.4166,19.8039
"BARD1",27.7111,25.4193,18.9566,23.7801,29.2543,14.8114,14.0172,29.0772,33.7933,23.9412,15.7424,22.2306,34.1069,21.1681
"STAT4",4.8586,3.343,4.1366,6.2835,4.2677,6.2111,11.0388,5.7196,5.4412,6.5362,3.0699,5.518,8.2771,2.7445
"MSTN",4.9144,2.993,3.3794,1.4945,5.0262,10.9266,2.8746,3.0364,2.3559,5.9427,3.2225,3.7797,0.7824,5.5113
"CARF",15.9449,12.8077,14.0047,12.0192,13.1732,12.3753,9.2078,13.8165,17.0641,12.2851,9.2727,12.7025,9.0152,13.6943
"ASNSD1",35.5506,28.7325,25.7664,24.3621,26.4209,28.781,21.164,29.508,38.8284,27.9102,25.4305,25.4118,31.8246,27.5712
"METTL5",19.0443,17.8905,22.4448,17.7103,19.7472,19.4502,15.3621,17.5607,24.7121,21.892,15.3024,19.4823,13.5268,20.6808
"SSB",41.8547,33.931,36.231,37.4037,34.0566,39.4674,32.1772,37.5422,39.9434,41.1374,30.3064,37.4648,41.3534,40.5549
"NAB1",64.9384,57.3188,57.094,48.9146,62.2125,53.4937,42.9981,63.8132,80.6424,58.5404,39.8766,57.1275,76.8939,57.6586
"CDK15",1.7266,3.0074,0.9499,1.2317,2.3442,1.5782,1.6991,2.0032,1.5836,0.8654,1.5486,0.6652,0.6977,1.9544
"PPIG",53.3075,42.4354,38.8529,40.1973,49.6667,46.2679,34.5549,47.2704,48.2861,43.2544,23.9664,38.9383,52.7482,45.5507
"FASTKD1",10.1099,18.1026,15.7712,14.2886,11.675,10.16,10.3005,11.1782,12.2184,15.3841,10.0477,15.4564,7.1591,17.2247
"MDH1B",5.861,6.7124,7.6361,7.4449,2.0709,7.7101,3.0778,6.1189,4.4212,8.4821,4.3445,10.7187,4.9043,8.011
"HECW2",3.547,6.0094,5.0763,5.5127,4.438,4.6408,5.3019,2.9888,9.2256,2.639,4.8981,5.6979,1.3397,5.7798
"IDH1",30.1851,48.5919,56.6101,48.3183,24.5471,79.0341,27.7778,25.0366,40.881,71.5778,31.0326,107.447,11.7787,41.6062
"OLA1",23.0322,29.9824,33.9785,31.9743,25.0242,21.014,21.7378,25.5636,28.023,34.6591,22.3119,34.5499,21.8241,28.4464
"CIR1",41.1779,39.8234,39.2866,37.0907,39.0584,37.8304,31.623,41.2688,45.0295,41.1015,25.0304,30.9746,19.6303,37.1665
"ITPRID2",87.6296,102.6779,79.079,85.555,83.3792,64.2514,80.1668,75.6534,88.7455,83.7542,95.461,85.2877,68.4264,80.1486
"CHRNA1",0.1498,0.0424,0.0368,0.0184,0,0.0176,0.0319,0.0382,0,0.0488,0.0159,0,0.0633,0.0194
"FAM117B",9.3943,14.9403,11.5148,13.0482,8.4102,7.8068,7.8997,8.2308,11.2082,12.8079,4.9395,16.3683,4.1638,10.964
"WDR12",10.4968,14.1109,17.9849,16.6387,10.7749,13.4837,8.3423,10.2387,13.6976,16.2467,11.0134,18.5996,9.9859,17.0731
"ABI2",18.1815,21.0841,17.6552,16.3934,15.8278,16.4502,13.5474,16.3939,20.4049,16.4015,17.0171,19.7648,15.7166,20.9707
"ITGAV",192.1562,133.9491,116.3629,102.3628,121.4002,152.4406,162.2822,109.5117,154.183,109.5703,98.444,127.0906,147.1631,135.2984
"SLC40A1",340.6176,284.4422,240.4486,207.7132,163.8887,348.4215,207.0691,205.208,516.3907,194.266,209.4321,358.0796,51.691,180.2554
"SLC35A5",43.7919,39.0363,36.1435,31.6424,38.2135,34.7896,31.7253,40.777,45.4469,36.7771,29.4344,29.9252,28.3011,37.5563
"SLC49A4",22.2307,22.5408,21.8112,20.016,32.7397,21.2388,23.8191,23.7051,20.6712,27.407,15.1472,25.2474,44.6405,23.5293
"SENP7",68.0617,64.6876,63.3448,70.1089,78.3146,65.5697,49.9822,66.1257,72.0003,70.4529,45.956,63.9153,47.3566,67.6219
"GUCA1C",0,0.0906,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC54",0.6232,1.0573,0.8418,1.1477,0.6669,1.0264,0.9292,1.2713,1.2562,0.8789,0.5939,1.7966,0.2632,0.8868
"COX17",32.5108,24.1727,25.9322,20.8482,35.4011,25.3485,30.5557,27.6213,30.8193,28.4588,34.9291,23.786,35.7229,28.8841
"PARP9",28.1498,24.8384,21.6962,25.382,28.1101,18.9885,25.4121,24.5907,24.8993,42.1581,21.6795,28.1731,18.9417,29.9279
"MNS1",7.8938,7.5183,6.8218,6.2007,5.5633,9.2264,3.4803,10.4538,13.574,6.8972,3.2403,8.0585,6.9013,6.8406
"USP8",16.8205,14.0563,15.2884,14.1192,12.3028,14.2128,11.9546,12.8969,15.9422,13.2446,10.2909,14.5912,12.6543,14.7266
"SECISBP2L",77.5004,68.5164,58.4103,60.3226,61.3357,63.6159,78.51,66.5515,73.1011,65.4849,46.7445,63.688,54.9048,58.7787
"TMOD3",25.3385,25.0471,27.01,26.0844,18.8356,17.3167,22.7231,19.7871,27.2259,21.8538,17.5046,25.2013,17.3462,21.7196
"SPPL2A",33.0097,28.3164,27.452,30.9545,28.7002,30.019,28.5686,24.2703,28.8625,32.2814,22.7014,34.1072,29.6864,30.5391
"GLCE",20.9918,20.3455,20.6276,19.7405,16.2238,17.935,15.8411,20.3985,22.4537,20.8123,16.311,20.8923,13.2905,21.6868
"SHF",9.5592,7.8011,6.7943,6.7746,7.2379,7.0649,5.8439,11.2908,13.1609,6.1681,10.879,5.6726,10.0862,7.6702
"APH1B",31.3061,20.9265,22.7195,16.9614,21.1734,25.4738,18.595,30.386,34.3491,22.1245,17.8653,16.9357,19.72,21.1153
"INTS14",36.2224,33.8442,38.5553,36.0697,32.7784,31.5795,26.2112,36.3258,37.7418,39.8497,29.4772,37.3597,29.9359,35.1385
"CILP",39.5823,18.1101,11.3574,10.9525,17.0988,106.1011,22.3308,7.37,24.7839,4.8889,10.6428,7.093,10.2658,19.2217
"PARP16",12.0981,10.6428,11.8005,9.7094,10.0691,12.0823,6.4818,13.171,16.9165,8.7967,10.0279,8.2641,8.5407,10.0747
"PPCDC",8.8947,9.9841,11.5784,9.9404,8.3284,7.2779,6.864,11.2606,10.0248,9.6468,10.1112,10.4791,5.9934,9.1867
"HCN4",0.1232,0.0914,0.0529,0.0529,0.0144,0.0634,0.0459,0.0824,0.0543,0.2221,0.1255,0.113,0,0.0697
"SEMA7A",2.9446,3.386,2.7722,4.4107,2.2845,2.6558,4.1604,4.3549,2.1764,4.1104,7.6707,4.7076,5.2236,5.4344
"UBL7",32.3939,35.8639,36.7864,36.2466,31.2841,27.281,27.1841,30.525,31.2444,30.2252,31.5974,34.5376,19.445,35.7841
"ARHGAP24",8.5713,9.0993,6.6228,7.6692,10.4092,9.6676,11.9723,6.5016,7.8975,6.6636,7.6083,5.105,4.3505,12.2371
"FAM13A",30.3772,27.5655,24.3855,18.0959,22.1685,22.6644,17.4941,27.5065,46.9948,19.4317,18.7516,18.5298,14.6392,24.981
