"","C3N-02261","C3N-00958","C3N-01653","C3N-02818","C3N-00243","C3L-01279","C3N-03021","C3N-01650","C3L-02212","C3N-02440","C3N-01803","C3N-01652","C3L-01865","C3N-01903","C3L-01962","C3L-01955"
"PRR23C",0.0745,0.0292,0.0309,0,0,0,0.0267,0.1436,0.0812,0,0.0373,0.0288,0.1087,0,0,0
"AC092835.1",11.5557,9.3951,11.2208,11.9771,6.9708,9.4433,9.5324,13.0484,9.6903,6.4408,15.9575,9.0625,9.7763,8.994,10.498,10.5064
"TRIM49D2",0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0
"IFNA13",0,0,0.056,0.0535,0,0,0,0.0521,0.0736,0.0684,0,0.0522,0.0493,0,0,0
"H2BC15",2.0318,2.3921,2.5017,2.9478,2.2336,3.0916,2.9633,3.4837,2.9383,2.0177,3.8604,2.0088,1.9109,1.2369,1.7535,1.6792
"RPS28",133.5972,141.2098,180.5254,142.667,137.4214,124.4179,153.713,229.8767,123.7079,120.0969,191.8901,138.5198,118.5383,120.6412,164.7973,126.1102
"CTXN2",0.0552,0,0.1371,0.0218,0.0398,0.0502,0.0592,0.0638,0,0.0279,0.1105,0,0,0,0.0236,0.046
"UQCRHL",9.8754,7.8391,7.7874,8.1618,11.0854,9.7634,8.1963,6.1414,9.5656,9.9936,8.0743,8.3254,10.1584,8.7286,10.0754,10.2284
"PAGE2",0.3195,0.25,0.2647,0.1265,0,0,0,0.2463,0,0,0.16,0.1234,0,0.153,0.1366,0.1333
"TRIM26",54.1987,49.1758,46.2084,52.3187,56.6522,44.3051,50.7048,47.3103,50.3094,50.3268,41.6661,52.7493,45.518,50.0062,51.583,53.1238
"C16orf82",0,0,0,0,0,0,0,0,0,0,0.0424,0,0,0,0,0
"TMEM229A",0.0484,0.0758,0,0,0.0699,0.0881,0.0347,0,0,0,0,0.0374,0.2119,0.0928,0,0.0808
"ZNF879",8.0356,5.8415,11.1797,8.1062,5.8967,8.8399,8.4536,10.5051,6.597,6.401,8.6455,6.729,7.6414,6.3452,6.1975,6.0242
"H2BS1",0,0.3485,0.1845,0,0,0,0,0.3433,0.2427,0,0.223,0.3439,0.1624,0.2133,0,0.1858
"CCDC188",2.0163,1.6286,1.509,1.8546,1.0326,2.603,0.8846,1.7047,1.6302,1.3164,2.0844,1.5569,0.9486,0.623,1.001,1.248
"RBMY1A1",0,0,0,0,0,0,0,0,0,0,0.0462,0,0,0,0,0
"KBTBD13",0.1299,0.127,0,0.2315,0.1172,0.2953,0.2557,0.2753,0.1769,0.1314,0.1626,0.2758,0.1184,0.0311,0.1666,0.298
"ZNF736",17.1678,18.5123,15.0343,21.1182,14.2813,18.9397,14.3068,28.2811,20.3801,18.9637,23.8054,14.3624,19.7416,14.5567,25.1513,18.0848
"PINLYP",4.3249,3.2059,4.6021,2.2716,2.6939,4.1822,3.2589,3.2285,2.9765,2.7642,4.126,3.4977,3.2866,3.4451,3.0556,4.1587
"CLDN34",1.5679,1.2268,0.6929,1.3246,0.1509,0.9507,0.9727,0.8863,0.7973,1.1635,0.9421,1.6142,0.6098,1.8023,1.0725,1.3952
"C5orf58",0.3593,0.5623,0.3518,1.3194,0.1414,0.4754,0.6079,3.2481,1.0322,0.2644,1.0795,0.2774,0.3335,0.1877,0.4748,0.2452
"FAM133B",13.9949,13.9912,15.8512,17.5887,12.7699,14.4546,15.8802,23.876,14.2925,15.7307,17.3049,15.2005,12.4826,13.1179,12.3418,12.5049
"OR10G8",0.1866,0.073,0,0.0739,0.1346,0,0.2003,0.1438,0,0.0944,0,0,0,0,0.1595,0.1556
"MCIDAS",0.1943,0.076,1.6503,0.0385,0.0351,0.1326,0,0.1123,0,0.1475,0.0973,0.075,0.1417,0,0,0
"JRK",21.821,13.1389,16.2543,16.9897,10.754,16.5875,14.5929,17.5346,15.6438,13.7404,16.8627,12.6301,11.6978,18.738,14.4129,17.4931
"NPIPB2",0.2937,0.1436,2.2205,0.4071,4.1857,2.4375,2.7331,2.4337,0.28,2.6748,0.5147,2.7213,4.0691,5.0287,0.2825,3.2769
"HLA-B",323.9706,311.0192,459.2793,543.9231,393.2934,496.226,290.2209,825.4303,402.261,320.4145,577.0917,361.0903,233.2789,235.2229,341.2497,353.7516
"C11orf94",4.2422,2.891,2.2678,2.2761,1.3825,2.3649,4.996,3.0591,2.8333,1.8003,2.7409,2.4304,1.7962,2.7528,3.3932,3.3107
"IQCM",0.0721,0,0.2986,0.0285,0.026,0.0328,0,0,0.0393,0.0729,0.0361,0,0.0788,0,0,0.0301
"IFNA17",0.4245,0,0.5276,0.0841,0,0,0,0,0,0,0,0.1639,0.0774,0,0,0.0885
"APOC2",0.247,0.3222,0.2729,0.0652,0.0594,0,0.2358,0.2539,0.1795,0.4167,0.1649,0.1908,0.1201,0.3944,0.1408,0.0687
"SHISA8",0.148,0.5213,0.368,0.469,0.3205,0.5386,0.3179,0.3994,0.3227,0.4494,0.1483,0.4573,0.7557,0.3545,0.3165,0.4323
"C19orf81",0.1171,0.2749,0.1941,0.0928,0.3381,0.1065,0,0.3611,0.1276,0.237,0.2346,0.5426,0.427,0.2244,0.2003,0.1954
"ANKRD65",2.0848,1.8159,4.7586,1.9939,2.5547,3.5062,2.9566,5.6701,3.1719,1.9107,2.3242,2.9462,1.4629,1.9593,1.8162,2.4283
"BRD3OS",15.2142,11.1118,13.967,10.5838,11.1807,12.4562,11.6289,11.5259,13.1148,12.2852,11.283,10.669,9.7061,13.0681,13.2027,12.5466
"ZSCAN31",12.9871,12.3781,14.4988,9.954,9.4324,8.454,11.5948,13.0354,12.0031,9.3632,10.1905,8.5054,9.0268,9.7676,8.9337,10.0817
"C12orf75",45.0687,55.2385,57.5357,71.4538,46.3736,43.5926,43.0443,99.6088,44.8194,51.1966,80.2906,55.0194,44.0171,42.2104,51.3799,45.5236
"SMIM1",20.4233,15.9804,10.5008,10.7841,19.7263,11.0506,11.5461,9.4459,16.0925,20.2437,11.4328,18.52,18.1008,18.1593,20.6863,17.5621
"HGH1",17.9059,15.7728,18.2936,15.732,14.6265,15.9173,11.9987,16.677,17.0179,13.2258,15.4178,17.0479,15.238,15.3487,14.8681,16.2621
"PPP1R3E",18.4205,17.1112,12.8099,12.8384,12.1839,12.4425,12.4351,11.3826,13.9674,16.1567,8.1634,10.7366,11.3419,17.4659,13.8594,17.7433
"KDM4E",0.9337,0.4175,0.9211,1.1622,0.5776,1.4964,0.5729,1.5081,0.533,0.495,0.8461,0.1373,0.5836,1.0222,1.1786,0.779
"RAMACL",3.8655,3.842,2.7268,3.9304,1.5078,3.5159,2.6923,3.5031,3.6999,4.9689,3.6095,1.1697,2.0188,2.702,3.2157,4.4885
"RPEL1",0.1953,0.191,0.2023,0.1547,0.0705,0.1776,0.2097,0.1129,0.1064,0.0988,0.2934,0.3393,0.1424,0.0935,0.2922,0.3666
"SPAAR",5.2323,8.0199,6.1172,6.7557,2.8448,2.8685,2.7964,2.2653,6.7171,7.7974,4.9529,4.8151,4.6257,5.1152,4.7802,9.5074
"SMIM27",4.5655,4.2953,3.8731,3.5946,3.4711,3.5347,3.8324,4.9648,3.909,5.0602,3.5652,4.7844,3.1509,4.3214,3.1833,4.7609
"NFAM1",1.6418,1.885,2.4989,4.1272,0.9401,2.2886,1.814,8.2673,2.7613,0.7765,5.3614,1.7362,1.2623,1.4017,2.3497,1.1016
"RNF148",10.5245,8.5592,11.5359,9.386,11.1828,14.3968,8.1272,11.8178,5.5989,7.6314,6.2243,5.6311,8.279,9.2878,10.1324,11.1304
"ANKRD34C",0.2311,0.2794,0.0696,0.1165,0.6215,0.172,0.0451,0,0.0687,0.3401,0.021,0.4217,0.383,0.1409,0.0539,0.1051
"MFRP",0.1777,0.3377,0.3577,0.2413,0.0366,0.1617,0.0909,0.1957,0.332,0.7708,0.178,0.098,0.1296,0.0486,0.0868,0.233
"KIAA0040",44.9212,28.4402,50.1109,31.2595,23.348,34.2509,30.767,40.6985,28.8858,32.3002,40.2237,28.5043,35.7007,28.7988,29.231,27.7923
"B3GALT4",13.6763,8.3614,22.5915,10.2749,6.4737,12.3996,8.8773,20.1355,9.057,8.0103,12.8155,6.3499,6.9908,6.403,8.9112,9.7218
"PNMA6A",11.2924,12.7629,6.2764,15.3484,13.2126,6.0867,9.4143,7.3793,11.4446,16.8827,7.0739,13.2769,11.1151,13.6662,14.7412,16.7477
"PATE3",0.2364,0.1849,0.3264,0.1248,0.1706,0.2867,0.1692,0.0607,0.1717,0.1595,0.0789,0,0.2873,0.0755,0.1347,0.1315
"OR5H14",0,0,0,0,0,0,0,0.0109,0.0154,0,0.0141,0,0,0,0.0121,0
"ZBTB22",28.5368,24.0534,29.5018,24.6489,24.1851,26.371,21.7338,34.534,23.9749,28.6091,27.0183,31.1899,23.9131,22.9681,24.4322,25.8036
"USP17L4",0.2611,0.0511,0.2705,0.2068,0.0471,0.0594,0.0935,0.151,0.5692,0,0.1308,0,0.3333,0.1876,0.2233,0.1089
"CLEC2L",0.0771,0,0.0958,0.0916,0.0278,0,0,0.0891,0.042,0.078,0.0772,0.0298,0.0843,0.0369,0,0
"ZBED5",23.5441,17.521,25.8651,21.768,17.5303,20.5978,21.3232,35.1967,21.6648,21.0865,23.7976,18.0823,20.4699,18.8239,18.624,19.7759
"SLFN14",0.087,0.193,0.1803,0.8503,0.0838,0.4222,0.2181,1.3308,0.411,0.044,0.4504,0.112,0.1058,0.139,0.1613,0.0242
"PPIAL4G",0,0,0,0,0,0.1253,0,0,0.3002,0,0,0.2127,0.2009,0,0.1178,0
"CCDC200",46.8673,47.3584,15.4654,42.2912,29.2701,26.2865,38.1549,8.354,33.6336,33.2221,12.5987,36.2142,26.3199,74.1271,42.4571,54.0876
"SLC35G4",0,0.08,0,0,0.0738,0,0,0,0,0,0,0,0,0,0,0
"TAS2R39",1.1249,0.2401,1.4405,0.891,0.8118,0.7441,0.7321,1.4978,0.5572,0.7244,1.2289,0.3948,1.1932,0.6857,0.4372,0.4266
"UBE2L5",0.2194,0.2453,0.2597,0.2483,0.1583,0.2281,0.2468,0.2658,0.2391,0.3489,0.2825,0.0484,0.0914,0.03,0.1876,0.183
"CT47B1",0.0783,0,0.0649,0,0.1695,0,0,0,0,0,0,0.0605,0,0,0,0
"AL354761.1",0.0567,0,0,0,0,0.0516,0,0,0,0,0,0,0,0,0,0
"ZNF853",5.5984,3.496,9.5453,5.6067,3.03,8.1524,3.9306,8.2576,5.1328,4.6032,8.0325,4.3437,4.004,3.4549,4.4186,4.5357
"IFNA4",0,0.0832,0.0881,0.0842,0,0,0.0761,0,0,0,0,0,0,0,0,0
"ARHGEF38",10.8529,7.9123,14.7908,10.7912,7.8714,16.049,8.4173,21.7663,12.5592,11.205,36.0827,6.6428,9.2649,6.7687,8.4701,7.4515
"CTAGE9",1.7354,4.5157,0.5016,2.2056,1.3688,0.9544,1.1556,1.5555,5.3653,4.2474,0.6467,4.6745,1.03,1.5077,7.5225,3.3668
"AL391650.1",0.7525,0.2748,0.7898,0.596,0.7603,1.4146,0.7901,0.7348,0.6014,0.66,0.201,0.8135,0.8049,0.4325,0.8579,0.2511
"C3orf84",0.5902,0.2771,0.3913,0.187,0.0852,0.6442,0.507,0.455,0,0.2389,0.3547,0.4558,0,0.4523,0.3028,0.4924
"OR10G9",0.1111,0,0,0.088,0,0,0.1591,0.0857,0,0,0,0,0.081,0.3193,0,0.0927
"USP17L8",0,0.1533,0.1082,0,0.0471,0,0,0,0,0.3303,0.1308,0,0.4285,0,0.0558,0
"TAAR9",1.2913,0.3109,0.4115,0.3147,0.4301,0.0904,0.9955,0.3829,1.4072,1.1057,0.4974,0.8437,1.8109,0.2855,0.4247,0.4143
"C4orf51",0.5704,0.5951,0.7089,0.753,1.0976,1.6429,0.5444,0.8061,0.8288,0.7696,0.952,1.0277,0.7626,0.8196,0.8941,0.5552
"B3GNT9",12.8559,9.6074,11.96,12.103,9.8049,16.9448,8.2385,20.2055,12.4573,12.1138,13.9539,9.2434,10.0203,8.5541,12.0453,13.4542
"CDKN2AIPNL",27.9187,21.5682,29.736,20.3363,27.6009,20.3475,18.2533,20.9751,28.8797,27.8944,21.5755,26.4805,28.8812,27.2528,24.9816,24.2264
"CKMT1B",1.0997,0.713,2.239,1.4185,0.7709,1.6576,0.8097,2.422,1.2326,1.0175,1.3845,1.2616,0.9394,1.0534,1.2089,1.1795
"RNF223",0.2737,1.1564,3.7645,0.5636,0.9875,0.4979,0.2743,1.1392,0.6561,0.6093,0.2193,0.1691,0.3193,0.0524,0.7488,0.4566
"PATE4",0.6128,0.3949,0.2987,0.3997,0.4943,1.0165,0.5935,0.8336,0.6285,0.4378,0.5054,0.5567,0.8412,0.4835,0.4007,0.3609
"AL445989.1",0,0,0,0,0,0.0465,0,0,0,0,0,0,0,0,0,0
"OR4A47",0,0,0,0,0,0,0,0.3014,0,0.0989,0.1958,0.151,0.0713,0,0,0
"PRSS56",0.0845,0,0,0.0335,0.0305,0.0768,0.0302,0.0326,0.0921,0,0.0846,0,0.0308,0,0,0
"ZNF737",18.2217,15.572,26.0888,17.9831,20.5641,20.7991,23.9155,29.271,26.4332,18.5804,21.601,20.2065,23.7961,16.423,19.8094,20.845
"RGL2",44.9865,39.857,59.2807,47.4159,30.7131,48.1969,34.8172,47.5734,45.807,39.325,55.8457,34.1002,33.6986,32.4818,35.4072,32.5645
"BHMG1",0,0,0,0,0.0292,0.0368,0,0.0624,0,0.041,0,0,0,0,0.0346,0
"C10orf143",2.9929,2.4732,2.9227,2.3826,1.6418,2.8472,2.4485,2.8838,2.446,2.5342,2.2938,2.0752,2.2827,2.1063,1.9584,2.3566
"SHISA9",2.6154,2.1184,2.785,2.2819,1.2902,3.1037,1.1994,4.1423,2.0484,2.2331,2.4862,1.1596,1.9891,1.468,0.5853,1.0227
"OR7E24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464
"TEX51",0.3392,0.1593,0,0.1612,0.9791,0.1851,0.2428,0.0523,0.0739,0.1373,0.3397,0.4715,0.5442,0.2599,0.6381,0.2264
"HLA-DQA2",21.2568,3.014,2.0096,38.8139,3.14,59.3015,3.0127,102.7135,17.334,0.0722,43.8616,16.9097,10.0912,1.2983,5.3062,2.7969
"KIFC1",0.8238,0.7789,1.5642,1.468,0.6192,1.4673,0.5406,0.8731,1.1221,1.3894,2.853,0.8216,0.9261,0.5918,1.1152,0.7731
"C2orf74",3.6383,3.4377,4.6074,4.4585,2.6255,3.5591,3.5382,2.54,4.1144,3.7513,5.2936,3.7636,3.1537,3.8798,3.1696,2.4053
"IRGM",0.4122,1.29,0.7589,0.9793,0.2313,2.0827,0.3934,1.6239,0.9981,0.6488,0.1376,0.2829,1.3358,0.7896,0.4307,0.3056
"PRAMEF33",0,0,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM200B",14.1622,11.0984,16.0562,11.0269,10.8812,9.3882,14.2151,16.3669,12.7932,12.013,11.4731,13.1767,12.0459,11.0997,9.5902,10.7952
"OR2I1P",2.6945,4.9145,4.1602,2.7637,2.2802,4.267,3.2472,13.9717,2.7884,4.6689,1.9996,5.0295,6.9126,2.9711,4.9227,2.4096
"TSPY9P",0,0,0.0912,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC37A2",5.9267,2.0356,5.0767,4.2552,3.5437,6.5949,5.6201,5.3043,9.6624,2.7729,14.6919,5.0044,1.8298,7.668,8.6344,5.4708
"MPC1L",0.1821,0,0.6037,0,0.1314,0.1657,0.1304,0.702,0,0,0,0.2813,0.2656,0.349,0,0
"ETDA",0,0.375,0.3971,1.0123,0.3459,0.8719,0.6862,0.2463,0.3482,0,0,0.6168,0.5825,0.6121,0.4098,0.3998
"TMEM250",24.9933,16.2133,23.3645,21.0285,15.9438,20.1796,15.5322,21.0068,19.9861,20.8454,22.0959,20.1711,17.2688,20.2291,22.0484,19.1193
"OR2W3",0.3302,0.3445,0.6383,0.0872,0.1588,0.3003,0.6303,0.0848,0.1199,0.891,0.2204,0,0.4815,0.4217,0.3764,0.5509
"PAGE2B",0.1926,0.1507,0.3192,1.2204,0.278,0.7007,0.5515,0.1485,0.2099,0,0.7715,0.2974,0,0.1845,0.1647,0.6427
"TXNDC5",1.5263,2.4258,1.9365,2.4366,0.9809,1.193,1.3999,4.2833,2.6507,1.3756,2.03,1.2706,1.1999,1.3935,1.6517,1.5319
"CASTOR1",2.0869,4.3346,2.1064,3.1856,1.6155,1.2079,2.689,0.9652,2.6049,3.9165,1.1779,4.9222,2.7115,2.2171,3.9255,7.4069
"RNF103",10.7371,11.8947,11.2571,10.9231,9.0033,7.9599,11.039,18.5802,11.2228,12.2515,11.1368,11.897,10.7059,9.8261,11.8737,10.0884
"RBM14",44.5377,39.9476,36.7975,42.4199,23.3259,37.357,35.3866,44.7983,42.2547,38.5253,45.4868,36.6588,26.5089,41.0493,40.4962,44.5192
"ALKBH6",1.4536,1.706,1.9873,1.8804,1.3461,1.851,1.4221,1.5873,1.8743,1.4219,2.1592,1.4404,1.3426,1.3692,1.7192,1.7179
"ASB14",4.9754,4.1944,3.0321,4.4492,2.27,4.2043,3.8604,7.3489,3.253,4.1254,4.3719,3.4205,3.792,3.1979,4.309,4.5791
"PCDHA13",1.166,0.5534,0.6177,1.1203,0.6759,1.217,0.52,1.6355,0.9998,0.9478,0.8997,0.7675,1.0454,0.824,0.7518,0.7495
"KLHL41",2.8227,1.5865,1.6141,1.48,0.8894,1.9527,2.3337,2.3291,1.5163,2.2932,1.6324,1.6577,2.0584,1.9042,1.8356,2.6533
"OR1J4",0,0,0.0915,0.0874,0,0.1004,0.079,0.0851,0.2406,0.2235,0,0.1705,0.0805,0,0,0.2763
"STPG4",0.7468,0.813,0.5381,0.4629,0.1172,0.5021,0.4649,0.6257,0.9553,0.7557,0.6178,0.3761,0.4499,0.6532,0.583,0.7043
"PRR20G",0,0,0,0,0,0,0,0,0.1045,0,0,0,0,0,0,0
"MEIKIN",0,0,0.0515,0.0984,0.0448,0.113,0,0.0479,0,0,0,0,0,0.0595,0,0
"NME1",5.1163,4.4561,8.2264,6.3197,6.7249,5.734,3.4445,7.3948,7.301,6.4411,8.6617,5.6439,7.7728,5.3678,5.963,4.5223
"TNFSF12",12.0818,9.0277,11.8148,10.0004,9.2684,10.6923,8.2982,15.6899,11.9796,8.977,8.3933,10.632,9.2072,9.4881,10.7956,11.4412
"CDRT4",2.4283,2.0251,1.4826,3.1887,0.9915,2.5284,2.1729,3.2757,2.9943,2.9747,3.1678,1.8257,1.3514,2.3873,1.967,2.8254
"APOBEC3G",2.4186,2.4829,3.7997,4.383,3.5047,4.4351,3.5182,12.8569,4.702,2.1147,6.5108,1.7481,2.4269,1.3901,2.6967,2.3406
"TLR9",0.0806,0.0421,0,0.0213,0,0.0978,0,0.0414,0.0586,0,0.0269,0.0623,0.0196,0,0.0689,0
"WBP1",10.1937,7.0479,8.5193,8.0042,7.1024,8.6724,9.1843,13.1075,7.6608,9.6487,9.1965,8.9909,7.7859,7.4919,9.3169,8.7239
"MRPS17",9.4097,7.2464,8.9048,6.5507,6.8975,6.1713,6.1687,9.2386,8.4189,9.7729,8.1835,8.4896,8.0174,8.4919,6.8175,6.4865
"PRAMEF11",0,0,0,0.0446,0,0,0,0,0,0,0,0,0,0,0,0
"DEFA3",0,0.1647,0.1744,0.3335,0.3038,0.1915,1.055,4.8686,0,0,0.2108,0,0.307,0,0.72,0.1756
"GET4",1.1384,0.921,0.5916,0.6877,0.3203,0.7722,0.5111,0.4165,0.4416,0.781,0.3865,0.2682,0.4221,1.0166,0.7754,0.9175
"C1orf226",12.949,6.7547,8.9313,7.9261,5.2377,7.8301,7.2327,6.9704,7.0947,9.5168,10.553,5.9397,5.4159,9.5398,9.4017,10.6617
"ADSL",3.4032,4.3726,4.0988,5.4646,2.4558,3.3914,3.8739,5.6624,4.2557,4.159,5.1308,4.1931,3.2004,3.0106,3.7764,3.7311
"AC104389.5",1.1655,1.7002,1.5058,1.2829,0.5987,1.114,1.0323,1.2943,1.8512,1.6991,1.7211,1.266,1.0227,0.8326,0.7769,1.2524
"LILRA4",0.0953,0.2237,0,0.9056,0.1031,0.7367,0.4775,2.7911,0.5192,0,1.0019,0,0.1042,0,0.3666,0.1192
"LILRA2",0.4278,0.5781,0.8055,1.4014,0.1964,0.9019,0.4732,2.9076,0.8475,0.1574,1.363,0.5105,0.2552,0.2049,0.9808,0.3568
"TEX35",0.0519,0.0812,0.086,0,0.0749,0.4013,0.0557,0.1,0.0283,0.1051,0,0.1203,0.0568,0.0746,0.0666,0.0217
"AMY2B",23.7686,22.2046,19.7522,15.164,23.6944,18.6264,20.2647,21.768,19.3501,20.8919,16.9766,18.8681,25.7154,39.4591,16.8922,21.1143
"STRIT1",19.7909,29.5161,0.8805,11.9931,33.6433,8.0945,16.4493,2.0477,15.9215,12.5005,1.8623,66.8715,17.5314,46.4409,33.5027,20.0561
"LY6G5B",2.0244,1.9868,1.3363,2.9351,1.2133,1.935,3.0458,1.9837,2.5052,2.1876,3.0583,2.1196,1.3011,2.5966,2.2004,2.5762
"PSMB9",10.5622,7.7525,13.7602,14.7078,9.578,10.8823,10.9288,27.1154,11.7135,6.4951,18.7838,8.0837,8.4065,5.6409,7.6723,6.2641
"PCDHGC3",8.4274,9.0669,7.1892,11.9237,5.2798,10.7489,7.4313,12.1657,8.8912,7.2296,11.1059,6.9659,6.1594,7.6875,8.2046,7.8613
"SMKR1",2.4686,1.5116,1.9565,0.9351,1.3167,2.1477,1.0756,0.9928,1.1696,0.9775,2.7946,0.8288,1.8001,0.5141,1.6518,0.8058
"UGT1A5",32.8636,48.3751,9.1504,44.5415,28.964,22.4693,30.2561,11.8288,45.2361,34.9624,15.8118,49.5543,37.4511,33.9024,55.5539,31.745
"COX19",9.8194,8.471,8.4828,10.1694,6.2142,10.0021,8.4484,13.2879,7.8818,7.8993,8.2982,8.7782,6.912,8.2786,9.5744,10.6725
"ACAD11",6.5711,5.4812,3.5272,3.6989,5.1744,3.7967,4.8519,3.2654,5.2917,5.4578,3.2283,5.4889,6.0576,5.3841,4.4171,6.2059
"PPIL3",12.9913,9.8859,19.252,17.6677,11.461,13.6344,19.1107,26.6589,15.6347,18.9255,22.5892,11.3544,11.998,16.137,16.1431,13.6962
"KIR3DL2",0,0.0434,0.0918,0.0439,0,0,0.0397,0.0427,0,0,0,0.1711,0,0.0531,0,0
"FOXO3B",2.65,2.0866,3.204,2.9702,0.9622,3.3048,2.1953,3.3404,2.8151,1.6023,3.9725,2.0206,1.9689,1.9638,1.9808,2.2247
"TNFRSF13B",0.0585,0.229,0.0242,1.3211,0,0.1597,0.0628,1.0376,0.7334,0.0296,0.0586,0.1356,0.0213,0,0.2502,0.0244
"KRTAP9-1",0,0,0,0,0,0.1256,0,0,0,0,0,0,0,0,0,0
"L1TD1",0.3529,0.2124,0.135,0.301,0.1959,0.5185,0.5247,0.6069,0.5029,0.2473,0.1903,0.1887,0.6533,0.3121,0.0464,0.1359
"AQP1",1438.028,1392.1766,824.0458,919.3075,1407.9581,775.7696,1034.5499,680.9866,1265.2238,1224.5746,651.6504,1645.5295,1505.7638,1410.0774,1507.8858,1343.6095
"C1QTNF9",0.3846,0.3439,0.5008,0.4351,0.1982,0.7496,1.0619,1.0588,0.2395,0.3892,0,0.5939,0.4006,0.2631,0.6107,0.4583
"ISY1",7.7625,5.1281,8.0567,7.212,7.0941,6.8407,5.9991,9.6692,7.4345,6.7682,7.6125,7.1347,7.2471,5.9178,6.1778,6.5206
"PNMA2",5.159,7.2689,5.9629,12.5544,4.9638,5.4235,4.7367,20.1144,5.3366,8.5309,9.6591,6.1919,5.6567,4.4763,4.5229,7.9059
"LRRD1",0.187,0.1646,0.0194,0.0926,0.1012,0.1063,0.2175,0.3423,0.0255,0.071,0.2341,0.1083,0.0852,0,0.1199,0.078
"KRBOX1",0.4278,0.3069,0.5318,0.5648,0.1029,0.1946,0.2807,0.5772,0.4274,0.6134,0.5713,0.3579,0.286,0.3074,0.1829,0.4164
"PCDHGC5",1.614,1.6515,1.2517,2.2781,0.8213,1.2799,1.3332,1.946,1.4431,1.1936,2.1552,1.0706,0.7847,1.447,1.2916,1.5536
"ARHGEF25",2.2082,2.5198,3.5324,3.5223,1.0845,3.7381,1.8881,6.9507,3.5092,1.2415,3.3479,1.6578,1.9681,0.9108,1.0489,1.9701
"PEDS1",5.4945,3.7964,6.9866,4.1649,2.9997,4.4967,4.0647,5.9943,4.144,3.9545,6.0803,4.6781,2.9452,3.8187,5.337,4.2008
"RDH14",26.6889,24.0642,28.526,23.3202,25.5058,21.6511,24.5975,37.0012,26.0106,31.3217,34.4114,29.0646,28.5476,23.5558,24.9504,24.9455
"PLCXD2",5.2151,4.1985,4.6382,5.2229,4.4324,3.7632,4.007,5.9497,4.117,3.5536,4.2246,3.5259,5.5608,4.6182,4.5582,3.9543
"MIF",0.1425,0,0,0,0.2056,0.1296,0,0.2196,0,0.4325,0,0,0,0.1365,0,0
"NSUN6",25.5875,21.1491,27.0496,26.5223,24.2728,26.6335,25.1104,26.97,27.4903,22.7329,28.452,24.6975,25.4042,23.3888,22.7767,25.0791
"HLA-DOB",0.5285,1.4473,2.1018,3.7252,0.3814,1.442,0.9458,7.2511,1.4973,0.8557,2.3286,0.5713,1.1176,0.2025,0.8133,0.3086
"UGT1A9",382.9769,509.0616,168.9347,297.7057,507.849,193.6623,332.9987,99.6115,327.9984,351.6048,85.6597,438.456,535.0074,350.5586,498.8158,367.175
"YAE1",16.169,10.935,16.3262,13.611,11.8439,13.5614,13.494,20.4181,13.6353,12.4158,12.2462,10.6031,13.9534,11.4024,11.0461,10.6758
"OR14A2",0.1914,0.4492,0.3171,0.5305,0.069,0.1741,0.6164,0.0738,0,0,0.1916,0,0.5582,0.275,0.3272,0.2395
"ZNF722P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597
"TDGF1",20.2655,1.3078,35.4881,1.1252,7.2065,7.8672,10.14,2.9311,11.8842,8.626,9.0805,0.8389,2.2243,9.2861,8.7174,6.8322
"C3orf85",17.3538,26.9914,5.4958,13.4091,17.9212,9.063,21.4417,4.0622,29.5706,30.0353,4.9741,27.1979,27.2751,19.0605,27.5266,19.2777
"KRTAP5-8",0.9654,0.412,0.3636,1.3208,1.5833,1.0378,1.0052,0.7442,1.6259,0.8882,0.6153,1.0843,0.96,1.4292,0.8255,2.0501
"CRCP",33.2276,28.1142,33.4965,26.8064,23.7236,31.2651,25.5947,31.2072,31.1503,27.471,32.7466,27.5858,30.079,27.8613,27.7072,24.5826
"CDRT1",0.3359,0.2084,0.2687,0.3211,0.2089,0.1896,0.2404,0.3392,0.3155,0.1406,0.232,0.3309,0.1942,0.1775,0.2278,0.2512
"RPL36A",2.4132,2.0524,3.108,3.4071,1.3818,2.4812,1.6711,3.9225,2.9441,2.5482,3.625,2.2482,2.2762,1.5578,2.5119,2.2538
"PDXP",0.6603,0.9226,0.8207,0.7845,1.0551,0.6006,0.5402,1.0544,0.771,0.8592,0.4724,0.8013,0.5503,1.0392,0.7259,1.023
"RPP21",1.2304,1.1148,1.7707,1.4362,1.0281,1.3548,1.3444,2.0467,0.6351,1.3762,1.5565,1.3501,1.0389,1.0546,0.5537,1.2966
"CD302",4.5152,5.1098,5.2843,7.1928,2.6876,4.1069,6.5009,18.13,6.8939,3.5882,6.591,5.082,3.0321,3.5188,3.8824,4.0008
"EGFL8",1.6344,1.0917,1.5854,2.2101,0.8054,1.5953,1.4268,1.1984,1.3466,1.4119,2.1557,1.0158,0.8139,1.5656,0.818,1.2637
"ATP5MF",37.0597,31.3283,45.758,30.4744,43.0924,27.2244,31.3178,37.3747,38.6287,38.6397,38.972,36.1572,43.8306,34.5649,36.5717,32.0572
